Codi,Nom,Codi comarca,Nom comarca,UTM X,UTM Y,Longitud,Latitud,Georeferència,LIMADM_MUNICIPI,LIMADM COMARCA
080039,Alella,21,Maresme,441165.0786,4593820.13,2.295144857,41.49384008,POINT (2.295144857 41.49384008),377,25
250208,Almatret,33,Segrià,284313.6132,4575880.752,0.42358212,41.30556557,POINT (0.42358212 41.30556557),840,21
081764,Pujalt,06,Anoia,368785.0756,4619595.179,1.422600785,41.71733521,POINT (1.422600785 41.71733521),902,24
080351,Calella,21,Maresme,471440.3386,4606896.38,2.65721784,41.61327142,POINT (2.65721784 41.61327142),932,25
431508,Tivissa,30,Ribera d'Ebre,309424.7499,4545963.54,0.732607845,41.04260664,POINT (0.732607845 41.04260664),156,36
431129,Poboleda,29,Priorat,319417.5992,4566828.472,0.845276091,41.23270288,POINT (0.845276091 41.23270288),429,35
170947,Llívia,15,Cerdanya,416291.4804,4701917.665,1.981799668,42.46507864,POINT (1.981799668 42.46507864),340,4
080832,Folgueroles,24,Osona,443502.3707,4643186.648,2.318462912,41.93862682,POINT (2.318462912 41.93862682),909,13
250349,Artesa de Segre,23,Noguera,337862.6179,4640014.073,1.045473965,41.89543837,POINT (1.045473965 41.89543837),152,15
081192,Masquefa,06,Anoia,400835.9402,4595155.897,1.81185265,41.50189427,POINT (1.81185265 41.50189427),904,24
080497,Casserres,14,Berguedà,404059.0429,4652019.979,1.841287149,42.0143601,POINT (1.841287149 42.0143601),120,8
081115,Malla,24,Osona,436483.3166,4637467.693,2.234413951,41.88658813,POINT (2.234413951 41.88658813),638,13
082188,Sant Joan de Vilatorrada,07,Bages,400626.1452,4622210.941,1.804848323,41.74550716,POINT (1.804848323 41.74550716),819,18
081810,"Roca del Vallès, la",41,Vallès Oriental,443802.0754,4604205.585,2.325763581,41.58756871,POINT (2.325763581 41.58756871),939,22
081206,Matadepera,40,Vallès Occidental,418890.0462,4605450.776,2.026747357,41.59664189,POINT (2.026747357 41.59664189),804,26
250886,Estamariu,04,Alt Urgell,378381.6423,4692296.218,1.522838904,42.37343375,POINT (1.522838904 42.37343375),403,5
252069,"Soleràs, el",18,Garrigues,306240.1152,4587320.928,0.68162869,41.41409377,POINT (0.68162869 41.41409377),690,27
250100,Alcanó,33,Segrià,301053.3901,4594834.703,0.617145104,41.48044892,POINT (0.617145104 41.48044892),568,21
250560,Bovera,18,Garrigues,302405.6549,4577696.617,0.638921343,41.32654176,POINT (0.638921343 41.32654176),495,27
250621,Camarasa,23,Noguera,323894.1722,4638103.757,0.877764265,41.87525565,POINT (0.877764265 41.87525565),113,15
082798,Terrassa,40,Vallès Occidental,417476.0153,4601726.781,2.010294804,41.56295878,POINT (2.010294804 41.56295878),862,26
082397,Sant Quirze Safaja,42,Moianès,429561.1718,4619846.717,2.153080364,41.72730742,POINT (2.153080364 41.72730742),876,22
250156,Algerri,23,Noguera,303856.0692,4632021.69,0.638489583,41.81580709,POINT (0.638489583 41.81580709),645,15
170160,Bàscara,02,Alt Empordà,492579.631,4667496.314,2.91017634,42.15956157,POINT (2.91017634 42.15956157),351,6
252542,Vilanova de la Barca,33,Segrià,310988.9933,4617968.394,0.728766743,41.6910611,POINT (0.728766743 41.6910611),616,21
430918,Mont-ral,01,Alt Camp,340644.8525,4572354.109,1.096974798,41.28690992,POINT (1.096974798 41.28690992),510,30
250735,Cervià de les Garrigues,18,Garrigues,321112.0961,4588108.203,0.859217612,41.42462762,POINT (0.859217612 41.42462762),636,27
431554,Tortosa,09,Baix Ebre,290904.2497,4520723.481,0.520955976,40.810905,POINT (0.520955976 40.810905),211,40
251734,"Pont de Suert, el",05,Alta Ribagorça,314094.7952,4697520.266,0.740819954,42.40773167,POINT (0.740819954 42.40773167),300,3
430976,"Nou de Gaià, la",36,Tarragonès,363610.5046,4560328.305,1.373803061,41.18283352,POINT (1.373803061 41.18283352),483,37
430496,Cornudella de Montsant,29,Priorat,324505.6333,4570296.438,0.904950072,41.26504071,POINT (0.904950072 41.26504071),508,35
080500,Castellar del Riu,14,Berguedà,393278.6477,4665133.45,1.708727309,42.13104932,POINT (1.708727309 42.13104932),36,8
170849,Isòvol,15,Cerdanya,404306.991,4694589.765,1.837272363,42.39770976,POINT (1.837272363 42.39770976),286,4
430189,Arnes,37,Terra Alta,269280.2601,4532396.798,0.260519691,40.91015257,POINT (0.260519691 40.91015257),137,38
431270,Riudecanyes,08,Baix Camp,328845.621,4555194.367,0.96095419,41.1300198,POINT (0.96095419 41.1300198),942,39
431628,Vandellòs i l'Hospitalet de l'Infant,08,Baix Camp,317677.03,4543233.879,0.831528354,41.01992442,POINT (0.831528354 41.01992442),165,39
082900,Ullastrell,40,Vallès Occidental,412974.4545,4597776.279,1.956888262,41.52690369,POINT (1.956888262 41.52690369),885,26
430831,"Milà, el",01,Alt Camp,349755.1511,4567863.657,1.206824514,41.24822743,POINT (1.206824514 41.24822743),428,30
170139,Begur,10,Baix Empordà,517182.2096,4644740.438,3.20732264,41.95445697,POINT (3.20732264 41.95445697),574,16
170792,Girona,20,Gironès,485491.9609,4647920.828,2.824865628,41.98315544,POINT (2.824865628 41.98315544),133,14
082042,Sant Climent de Llobregat,11,Baix Llobregat,416028.3133,4576661.964,1.996420408,41.3370707,POINT (1.996420408 41.3370707),499,31
081705,"Prats de Rei, els",06,Anoia,378702.0799,4618110.101,1.542081512,41.70553776,POINT (1.542081512 41.70553776),612,24
089058,"Palma de Cervelló, la",11,Baix Llobregat,414018.883,4584916.781,1.971237761,41.41120333,POINT (1.971237761 41.41120333),839,31
431520,"Torre de l'Espanyol, la",30,Ribera d'Ebre,300812.3469,4562722.903,0.624788569,41.1913854,POINT (0.624788569 41.1913854),453,36
172137,Vidreres,34,Selva,481747.5444,4626447.399,2.780328583,41.78967114,POINT (2.780328583 41.78967114),810,20
430901,"Montmell, el",12,Baix Penedès,370582.0695,4574941.654,1.453796685,41.31556393,POINT (1.453796685 41.31556393),835,33
251500,Oliola,23,Noguera,348500.1812,4637616.361,1.174256928,41.87596418,POINT (1.174256928 41.87596418),913,15
082589,Santa Maria d'Oló,42,Moianès,419968.2798,4636033.816,2.035571761,41.87217579,POINT (2.035571761 41.87217579),589,18
251924,Sant Guim de Freixenet,32,Segarra,368349.0233,4612766.171,1.418867212,41.65577667,POINT (1.418867212 41.65577667),746,19
171349,Planoles,31,Ripollès,426131.6634,4685289.845,2.103610131,42.31634679,POINT (2.103610131 42.31634679),438,7
082264,Sant Martí de Tous,06,Anoia,376839.2234,4602045.284,1.523004887,41.5606001,POINT (1.523004887 41.5606001),637,24
430897,Montferri,01,Alt Camp,363105.6871,4569496.144,1.365731905,41.26529763,POINT (1.365731905 41.26529763),547,30
252332,Torre-serona,33,Segrià,302800.1839,4616178.606,0.631037175,41.67296782,POINT (0.631037175 41.67296782),622,21
250984,Gavet de la Conca,25,Pallars Jussà,328106.3616,4665546.559,0.920462441,42.12318799,POINT (0.920462441 42.12318799),41,9
081347,Figaró-Montmany,41,Vallès Oriental,439560.1821,4619132.641,2.273365617,41.72169934,POINT (2.273365617 41.72169934),609,22
080673,Centelles,24,Osona,435123.0651,4627609.995,2.219100119,41.79769849,POINT (2.219100119 41.79769849),772,13
081568,Palau-solità i Plegamans,40,Vallès Occidental,431520.8829,4604309.194,2.178421008,41.58754343,POINT (2.178421008 41.58754343),577,26
082457,Santa Coloma de Gramenet,13,Barcelonès,433843.1131,4589254.633,2.207934468,41.45214935,POINT (2.207934468 41.45214935),916,29
431166,Prades,08,Baix Camp,331593.9731,4575100.24,0.988191149,41.3097941,POINT (0.988191149 41.3097941),492,39
089030,Sant Julià de Cerdanyola,14,Berguedà,408635.5599,4675222.962,1.892917871,42.22384293,POINT (1.892917871 42.22384293),364,8
431606,Vallmoll,01,Alt Camp,353268.398,4567172.868,1.248902308,41.24265311,POINT (1.248902308 41.24265311),544,30
430653,Garcia,30,Ribera d'Ebre,302654.0533,4556594.338,0.648705737,41.13667673,POINT (0.648705737 41.13667673),397,36
439057,Salou,36,Tarragonès,343218.9305,4549446.877,1.133565772,41.08117674,POINT (1.133565772 41.08117674),160,37
080348,Calders,42,Moianès,416188.2046,4626871.83,1.991322594,41.78927569,POINT (1.991322594 41.78927569),812,18
251850,Ribera d'Urgellet,04,Alt Urgell,366721.7905,4685760.988,1.382781138,42.31268837,POINT (1.382781138 42.31268837),416,5
082359,Sant Pol de Mar,21,Maresme,468429.752,4605460.243,2.621160222,41.60022259,POINT (2.621160222 41.60022259),479,25
170985,Maià de Montcal,19,Garrotxa,478768.6626,4674469.429,2.742740958,42.22211068,POINT (2.742740958 42.22211068),366,10
250387,Aitona,33,Segrià,287893.5222,4596783.178,0.458983454,41.49461039,POINT (0.458983454 41.49461039),696,21
080478,Cardona,07,Bages,390558.2718,4640971.046,1.680327797,41.91311035,POINT (1.680327797 41.91311035),140,18
081075,Lliçà d'Amunt,41,Vallès Oriental,436626.8023,4606585.544,2.239433257,41.60846679,POINT (2.239433257 41.60846679),934,22
250273,Anglesola,38,Urgell,340258.6552,4613694.269,1.081418917,41.65899697,POINT (1.081418917 41.65899697),670,17
081017,"Hospitalet de Llobregat, l'",13,Barcelonès,424696.8549,4579052.691,2.099712098,41.35945967,POINT (2.099712098 41.35945967),117,29
170366,Campdevànol,31,Ripollès,431337.4655,4674916.596,2.168005107,42.22340907,POINT (2.168005107 42.22340907),270,7
251804,Puiggròs,18,Garrigues,323983.4786,4602156.92,0.889455565,41.55171932,POINT (0.889455565 41.55171932),647,27
080266,"Brull, el",24,Osona,442317.3569,4629662.628,2.305489017,41.81674111,POINT (2.305489017 41.81674111),689,13
171707,Vallfogona de Ripollès,31,Ripollès,442549.5873,4671915.7,2.304150212,42.19728894,POINT (2.304150212 42.19728894),284,7
431233,Reus,08,Baix Camp,341290.6532,4557689.967,1.108491969,41.15501639,POINT (1.108491969 41.15501639),421,39
252056,Sidamon,27,Pla d'Urgell,319423.6703,4610812.285,0.832211886,41.6286088,POINT (0.832211886 41.6286088),828,23
430799,Masllorenç,12,Baix Penedès,367271.0107,4569899.517,1.415351919,41.26962478,POINT (1.415351919 41.26962478),291,33
081445,Olvan,14,Berguedà,409558.4015,4656682.558,1.906973539,42.05699767,POINT (1.906973539 42.05699767),98,8
172060,Urús,15,Cerdanya,405456.6305,4689346.009,1.852098708,42.35063439,POINT (1.852098708 42.35063439),441,4
250523,Bellvís,27,Pla d'Urgell,318322.968,4615683.555,0.817527266,41.67220364,POINT (0.817527266 41.67220364),619,23
430672,Ginestar,30,Ribera d'Ebre,301105.4134,4546096.578,0.633663591,41.04181481,POINT (0.633663591 41.04181481),166,36
430939,Móra d'Ebre,30,Ribera d'Ebre,301940.7545,4551776.771,0.641767088,41.09314292,POINT (0.641767088 41.09314292),198,36
080749,Cubelles,17,Garraf,388708.216,4562724.75,1.672526156,41.20825098,POINT (1.672526156 41.20825098),423,34
252424,Verdú,38,Urgell,345258.6545,4608207.091,1.142859787,41.61058522,POINT (1.142859787 41.61058522),933,17
171122,Ogassa,31,Ripollès,440406.6417,4679545.728,2.277413077,42.26584144,POINT (2.277413077 42.26584144),192,7
170237,Blanes,34,Selva,482653.4733,4613606.666,2.791605671,41.67403461,POINT (2.791605671 41.67403461),760,20
082687,Cercs,14,Berguedà,405962.4906,4666618.969,1.861924391,42.14605031,POINT (1.861924391 42.14605031),296,8
251023,"Granja d'Escarp, la",33,Segrià,278716.5462,4588586.582,0.352158006,41.41837797,POINT (0.352158006 41.41837797),924,21
172229,Vilaür,02,Alt Empordà,496189.4617,4665714.274,2.953885017,42.14353764,POINT (2.953885017 42.14353764),26,6
080137,Avinyonet del Penedès,03,Alt Penedès,397904.8169,4579548.895,1.779376543,41.36097714,POINT (1.779376543 41.36097714),854,32
251692,"Pobla de Cérvoles, la",18,Garrigues,325646.6056,4581712.069,0.915289225,41.36804868,POINT (0.915289225 41.36804868),693,27
082567,Santa Maria de Martorelles,41,Vallès Oriental,437701.0091,4596706.62,2.253349207,41.51957597,POINT (2.253349207 41.51957597),930,22
080575,Castell de l'Areny,14,Berguedà,412880.5231,4669546.921,1.945196781,42.17321606,POINT (1.945196781 42.17321606),290,8
431037,Perafort,36,Tarragonès,353705.5799,4561396.203,1.255500189,41.19072089,POINT (1.255500189 41.19072089),418,37
251961,Sant Esteve de la Sarga,25,Pallars Jussà,315037.0836,4661032.081,0.763893912,42.0795858,POINT (0.763893912 42.0795858),27,9
172214,Vilafant,02,Alt Empordà,494868.2787,4677162.117,2.937795096,42.24663345,POINT (2.937795096 42.24663345),272,6
081939,Sant Iscle de Vallalta,21,Maresme,464121.1364,4608105.437,2.569300136,41.62386593,POINT (2.569300136 41.62386593),845,25
081398,Mura,07,Bages,414812.127,4616923.825,1.976188317,41.69954107,POINT (1.976188317 41.69954107),617,18
089019,Rupit i Pruit,24,Osona,455680.3782,4652502.89,2.464658159,42.02330972,POINT (2.464658159 42.02330972),148,13
081580,"Papiol, el",11,Baix Llobregat,417372.9103,4587855.761,2.010961168,41.43802425,POINT (2.010961168 41.43802425),716,31
251898,Rosselló,33,Segrià,299956.1217,4618793.958,0.596023748,41.69579487,POINT (0.596023748 41.69579487),493,21
081458,Olèrdola,03,Alt Penedès,392967.7763,4575182.926,1.721133883,41.32101847,POINT (1.721133883 41.32101847),494,32
251790,Prullans,15,Cerdanya,395956.6411,4692646.086,1.736184762,42.37913531,POINT (1.736184762 42.37913531),398,4
082093,Sant Fost de Campsentelles,41,Vallès Oriental,435997.0059,4596630.633,2.232936617,41.51875719,POINT (2.232936617 41.51875719),941,22
431074,Pira,16,Conca de Barberà,349780.0175,4587378.537,1.202295244,41.42393,POINT (1.202295244 41.42393),467,28
170470,Castelló d'Empúries,02,Alt Empordà,506168.9522,4678489.042,3.074791957,42.25857657,POINT (3.074791957 42.25857657),266,6
082251,Sant Martí d'Albars,24,Osona,423356.4162,4653295.817,2.074148562,42.02796555,POINT (2.074148562 42.02796555),51,13
080207,Begues,11,Baix Llobregat,410015.8869,4575968.237,1.924677961,41.33017397,POINT (1.924677961 41.33017397),491,31
259139,Riu de Cerdanya,15,Cerdanya,403321.6544,4688811.024,1.82627168,42.34555485,POINT (1.82627168 42.34555485),442,4
082877,Torrelavit,03,Alt Penedès,393905.8835,4589085.94,1.729905868,41.44634498,POINT (1.729905868 41.44634498),917,32
430727,"Lloar, el",29,Priorat,311378.2911,4561830.113,0.750961695,41.1858784,POINT (0.750961695 41.1858784),468,35
171544,Sales de Llierca,19,Garrotxa,471131.6627,4676046.49,2.650126842,42.23606905,POINT (2.650126842 42.23606905),188,10
082212,Sant Just Desvern,11,Baix Llobregat,422707.8538,4581990.252,2.075560984,41.38572828,POINT (2.075560984 41.38572828),801,31
251581,"Palau d'Anglesola, el",27,Pla d'Urgell,323536.193,4613269.485,0.880824357,41.65164643,POINT (0.880824357 41.65164643),777,23
431384,Santa Bàrbara,22,Montsià,288225.0816,4510070.778,0.492828019,40.71434449,POINT (0.492828019 40.71434449),220,41
081957,Sant Agustí de Lluçanès,24,Osona,427779.4714,4659649.793,2.126789136,42.085605,POINT (2.126789136 42.085605),93,13
251386,Montgai,23,Noguera,330633.4884,4629569.401,0.961368967,41.79990798,POINT (0.961368967 41.79990798),681,15
170391,Camprodon,31,Ripollès,447671.6911,4684560.681,2.365044902,42.31152555,POINT (2.365044902 42.31152555),432,7
172266,Vilamalla,02,Alt Empordà,497583.2738,4673891.651,2.970718914,42.21719177,POINT (2.970718914 42.21719177),259,6
082331,Sant Pere de Torelló,24,Osona,441773.5608,4658398.106,2.29610097,42.07549518,POINT (2.29610097 42.07549518),80,13
170031,Albanyà,02,Alt Empordà,476930.9321,4683650.721,2.720108023,42.30474663,POINT (2.720108023 42.30474663),409,6
170255,Bordils,20,Gironès,492675.5338,4654670.293,2.911498031,42.04404495,POINT (2.911498031 42.04404495),109,14
081688,Pontons,03,Alt Penedès,376030.8318,4585971.071,1.516619317,41.41573587,POINT (1.516619317 41.41573587),709,32
250220,Alòs de Balaguer,23,Noguera,330861.1877,4642082.501,0.960531325,41.91258932,POINT (0.960531325 41.91258932),18,15
171910,Serra de Daró,10,Baix Empordà,506006.541,4652845.189,3.072558712,42.02761814,POINT (3.072558712 42.02761814),123,16
251193,Juneda,18,Garrigues,318615.864,4601955.532,0.825199319,41.54870764,POINT (0.825199319 41.54870764),605,27
251556,Organyà,04,Alt Urgell,361932.4739,4674526.523,1.327366452,42.21071699,POINT (1.327366452 42.21071699),358,5
431362,"Ràpita, la",22,Montsià,296361.8519,4499391.02,0.592536631,40.62026987,POINT (0.592536631 40.62026987),229,41
250595,Bossòst,39,Aran,311191.5941,4739361.996,0.691705542,42.78354193,POINT (0.691705542 42.78354193),182,1
250371,"Avellanes i Santa Linya, les",23,Noguera,314573.3081,4641990.877,0.764299568,41.90810962,POINT (0.764299568 41.90810962),10,15
250576,"Bòrdes, Es",39,Aran,313306.9945,4734247.617,0.719236909,42.73803938,POINT (0.719236909 42.73803938),314,1
251044,Granyena de Segarra,32,Segarra,353907.976,4609469.276,1.246309237,41.62357853,POINT (1.246309237 41.62357853),863,19
080692,Collbató,11,Baix Llobregat,402408.9973,4602396.897,1.829521495,41.56729637,POINT (1.829521495 41.56729637),526,31
080214,Bellprat,06,Anoia,369367.9081,4597362.14,1.434454531,41.51724732,POINT (1.434454531 41.51724732),870,24
430477,Constantí,36,Tarragonès,350116.574,4557289.224,1.213727473,41.15308728,POINT (1.213727473 41.15308728),420,37
252081,Soriguera,26,Pallars Sobirà,348634.6055,4693563.446,1.161365174,42.37961756,POINT (1.161365174 42.37961756),349,2
250024,Àger,23,Noguera,314774.2392,4652108.639,0.763537783,41.99921535,POINT (0.763537783 41.99921535),101,15
172333,Vilobí d'Onyar,34,Selva,478671.9431,4637414.879,2.742918474,41.88837663,POINT (2.742918474 41.88837663),584,20
170638,Espinelves,24,Osona,451691.3243,4635380.574,2.417880772,41.86886642,POINT (2.417880772 41.86886642),650,13
081831,Roda de Ter,24,Osona,442796.4052,4647875.661,2.309491592,41.98080557,POINT (2.309491592 41.98080557),22,13
251155,Isona i Conca Dellà,25,Pallars Jussà,338292.2324,4664614.887,1.043875564,42.11696856,POINT (1.043875564 42.11696856),110,9
082785,Taradell,24,Osona,440818.9048,4636011.583,2.286813911,41.87381066,POINT (2.286813911 41.87381066),646,13
170464,Castellfollit de la Roca,19,Garrotxa,462831.6051,4674245.55,2.549651308,42.21949879,POINT (2.549651308 42.21949879),276,10
251569,Os de Balaguer,23,Noguera,310659.9672,4637940.163,0.718450186,41.87072639,POINT (0.718450186 41.87072639),725,15
250962,"Fuliola, la",38,Urgell,335205.2366,4619981.062,1.019023032,41.71456032,POINT (1.019023032 41.71456032),551,17
252516,Vilanova de Segrià,33,Segrià,301897.7607,4620599.498,0.618737616,41.71252913,POINT (0.618737616 41.71252913),899,21
081614,Piera,06,Anoia,395145.9458,4597039.944,1.743364446,41.5181362,POINT (1.743364446 41.5181362),665,24
171576,Sant Andreu Salou,20,Gironès,485521.3791,4635730.318,2.825520191,41.87335925,POINT (2.825520191 41.87335925),623,14
252017,Sarroca de Bellera,25,Pallars Jussà,325506.5575,4691896.619,0.881107541,42.35976804,POINT (0.881107541 42.35976804),339,9
170963,"Llosses, les",31,Ripollès,427288.5674,4666910.84,2.119950002,42.15094845,POINT (2.119950002 42.15094845),65,7
431107,"Pobla de Massaluca, la",37,Terra Alta,278055.4998,4562246.778,0.353860191,41.1811873,POINT (0.353860191 41.1811873),444,38
171609,Sant Feliu de Guíxols,10,Baix Empordà,502359.9977,4625400.441,3.028398912,41.7804477,POINT (3.028398912 41.7804477),852,16
431016,Passanant i Belltall,16,Conca de Barberà,349580.8614,4599371.293,1.196922058,41.53186384,POINT (1.196922058 41.53186384),781,28
250117,Alcarràs,33,Segrià,293564.9227,4604204.306,0.524318402,41.56287362,POINT (0.524318402 41.56287362),759,21
430445,"Sénia, la",22,Montsià,270411.7228,4501597.769,0.285251665,40.63332816,POINT (0.285251665 40.63332816),218,41
252108,Soses,33,Segrià,290382.3505,4600976.129,0.487312034,41.5329964,POINT (0.487312034 41.5329964),615,21
251771,Preixens,23,Noguera,338056.0974,4628746.426,1.050887005,41.79405026,POINT (1.050887005 41.79405026),714,15
082016,Sant Boi de Lluçanès,24,Osona,429817.2558,4656649.527,2.15178496,42.05877073,POINT (2.15178496 42.05877073),144,13
171772,Sant Pau de Segúries,31,Ripollès,447681.649,4679045.672,2.365664211,42.26185991,POINT (2.365664211 42.26185991),264,7
172121,Vidrà,24,Osona,442947.5252,4663633.684,2.309780855,42.12273222,POINT (2.309780855 42.12273222),312,13
431690,Vilaplana,08,Baix Camp,335149.7691,4566006.932,1.03310439,41.22866612,POINT (1.03310439 41.22866612),527,39
083067,Vilalba Sasserra,41,Vallès Oriental,453464.1447,4611385.523,2.44112064,41.65285857,POINT (2.44112064 41.65285857),857,22
250931,Fondarella,27,Pla d'Urgell,322880.9426,4611396.514,0.873515184,41.63464248,POINT (0.873515184 41.63464248),856,23
082423,Marganell,07,Bages,399481.0549,4610542.932,1.793045527,41.64029098,POINT (1.793045527 41.64029098),802,18
082508,Santa Margarida de Montbui,06,Anoia,383955.9765,4603396.038,1.608065901,41.57382772,POINT (1.608065901 41.57382772),620,24
431264,"Riera de Gaià, la",36,Tarragonès,362531.9875,4558350.244,1.361392723,41.16484026,POINT (1.361392723 41.16484026),509,37
430825,"Masroig, el",29,Priorat,309558.0071,4555299.154,0.731302487,41.12666805,POINT (0.731302487 41.12666805),520,35
171175,Palafrugell,10,Baix Empordà,513605.6331,4640346.812,3.164065976,41.91495458,POINT (3.164065976 41.91495458),588,16
081213,Mataró,21,Maresme,453697.8499,4598832.642,2.444896864,41.5398099,POINT (2.444896864 41.5398099),701,25
082858,Torelló,24,Osona,438808.4549,4655273.703,2.260585184,42.04713193,POINT (2.260585184 42.04713193),108,13
439039,Camarles,09,Baix Ebre,303480.1891,4516046.514,0.671407425,40.77191372,POINT (0.671407425 40.77191372),214,40
430094,Alforja,08,Baix Camp,330255.5948,4564096.385,0.975275129,41.21045485,POINT (0.975275129 41.21045485),446,39
250169,Alguaire,33,Segrià,299059.892,4623307.148,0.583741122,41.73618377,POINT (0.583741122 41.73618377),789,21
250616,Cabó,04,Alt Urgell,355357.4965,4677785.371,1.246936817,42.23886454,POINT (1.246936817 42.23886454),195,5
170622,"Escala, l'",02,Alt Empordà,511056.5995,4663670.167,3.133767625,42.12505878,POINT (3.133767625 42.12505878),70,6
250241,Alt Àneu,26,Pallars Sobirà,344918.7715,4721903.568,1.108575263,42.63397364,POINT (1.108575263 42.63397364),328,2
172039,Ultramort,10,Baix Empordà,502856.5436,4653845.214,3.034511785,42.03664273,POINT (3.034511785 42.03664273),121,16
080370,Calldetenes,24,Osona,440654.4121,4641599.549,2.284270015,41.92412424,POINT (2.284270015 41.92412424),597,13
082460,Santa Eugènia de Berga,24,Osona,440539.3342,4638961.664,2.283148117,41.90035853,POINT (2.283148117 41.90035853),586,13
250870,Esterri de Cardós,26,Pallars Sobirà,357406.7972,4716996.416,1.262041281,42.59221472,POINT (1.262041281 42.59221472),330,2
170118,"Armentera, l'",02,Alt Empordà,505989.6617,4668750.214,3.072517841,42.17086694,POINT (3.072517841 42.17086694),309,6
431140,Porrera,29,Priorat,320205.5624,4561871.458,0.856129608,41.18825741,POINT (0.856129608 41.18825741),466,35
170412,Cantallops,02,Alt Empordà,493908.7327,4696710.56,2.925957603,42.42268242,POINT (2.925957603 42.42268242),341,6
431378,Sant Jaume dels Domenys,12,Baix Penedès,379380.7389,4573021.026,1.559265423,41.29963282,POINT (1.559265423 41.29963282),501,33
170681,Foixà,10,Baix Empordà,499836.541,4654091.238,2.998025075,42.03886374,POINT (2.998025075 42.03886374),107,16
430022,Albinyana,12,Baix Penedès,373157.6843,4567130.064,1.486184747,41.24563253,POINT (1.486184747 41.24563253),283,33
171077,Molló,31,Ripollès,450926.7257,4688454.662,2.404208714,42.34680531,POINT (2.404208714 42.34680531),378,7
430363,Cabra del Camp,01,Alt Camp,355930.7865,4584071.221,1.276657071,41.39527897,POINT (1.276657071 41.39527897),739,30
170887,Lladó,02,Alt Empordà,484606.6933,4677295.389,2.813404691,42.24769882,POINT (2.813404691 42.24769882),256,6
080983,Sant Salvador de Guardiola,07,Bages,397315.0846,4614897.955,1.766295575,41.67923246,POINT (1.766295575 41.67923246),630,18
170433,Queralbs,31,Ripollès,431035.6976,4688809.814,2.162693687,42.34849447,POINT (2.162693687 42.34849447),402,7
251752,Prats i Sansor,15,Cerdanya,404231.1627,4690950.195,1.836956242,42.36492897,POINT (1.836956242 42.36492897),394,4
431495,Tivenys,09,Baix Ebre,290480.286,4531471.636,0.512315345,40.90752993,POINT (0.512315345 40.90752993),44,40
081672,Polinyà,40,Vallès Occidental,429640.029,4601003.688,2.156245284,41.55760939,POINT (2.156245284 41.55760939),764,26
172235,Vilajuïga,02,Alt Empordà,507756.7964,4686138.244,3.094145391,42.3274526,POINT (3.094145391 42.3274526),240,6
080403,Canet de Mar,21,Maresme,465195.4783,4604171.983,2.582425003,41.58848471,POINT (2.582425003 41.58848471),618,25
430810,Maspujols,08,Baix Camp,336100.5641,4560795.937,1.045839079,41.18194646,POINT (1.045839079 41.18194646),476,39
082172,Sant Joan Despí,11,Baix Llobregat,420963.2776,4580020.869,2.054954782,41.36782167,POINT (2.054954782 41.36782167),669,31
170448,Cassà de la Selva,20,Gironès,489570.3248,4636999.155,2.874290931,41.88485122,POINT (2.874290931 41.88485122),644,14
170979,Madremanya,20,Gironès,496481.4945,4648695.255,2.957521494,41.9902562,POINT (2.957521494 41.9902562),14,14
082418,Sant Sadurní d'Osormort,24,Osona,448689.316,4639064.603,2.381388572,41.90185693,POINT (2.381388572 41.90185693),602,13
250236,Alpicat,33,Segrià,296455.9333,4615621.721,0.55507915,41.66636078,POINT (0.55507915 41.66636078),624,21
171984,Torroella de Fluvià,02,Alt Empordà,503347.6609,4669237.234,3.040533504,42.175269,POINT (3.040533504 42.175269),281,6
431460,Senan,16,Conca de Barberà,340364.3683,4592689.927,1.088271595,41.46993046,POINT (1.088271595 41.46993046),567,28
080804,Fígols,14,Berguedà,403936.1968,4670528.291,1.836761574,42.18100615,POINT (1.836761574 42.18100615),301,8
431397,Santa Coloma de Queralt,16,Conca de Barberà,365130.915,4599121.175,1.38330159,41.53238304,POINT (1.38330159 41.53238304),661,28
082969,Vallromanes,41,Vallès Oriental,441467.1895,4598037.046,2.298353915,41.53184295,POINT (2.298353915 41.53184295),910,22
252252,Tornabous,38,Urgell,337986.97,4618470.35,1.05285368,41.70153249,POINT (1.05285368 41.70153249),106,17
431153,Pradell de la Teixeta,29,Priorat,321755.5376,4558271.441,0.875646887,41.15619339,POINT (0.875646887 41.15619339),424,35
082270,Sant Martí Sarroca,03,Alt Penedès,383859.8176,4582463.007,1.610944411,41.38531544,POINT (1.610944411 41.38531544),846,32
431172,Prat de Comte,37,Terra Alta,281711.7261,4540175.884,0.405237276,40.98356815,POINT (0.405237276 40.98356815),172,38
170675,Flaçà,20,Gironès,496535.5426,4655006.264,2.958136746,42.0470974,POINT (2.958136746 42.0470974),111,14
080076,Arenys de Munt,21,Maresme,461603.122,4606684.454,2.53916522,41.61094994,POINT (2.53916522 41.61094994),867,25
250557,Biosca,32,Segarra,363681.1732,4633496.239,1.358077757,41.84163239,POINT (1.358077757 41.84163239),598,19
170059,"Far d'Empordà, el",02,Alt Empordà,499700.7203,4677750.275,2.996371933,42.25194737,POINT (2.996371933 42.25194737),352,6
080581,Castellet i la Gornal,03,Alt Penedès,381929.5554,4567845.08,1.590703884,41.25340002,POINT (1.590703884 41.25340002),534,32
