Codi,Nom,Codi comarca,Nom comarca,UTM X,UTM Y,Longitud,Latitud,Georeferència,LIMADM_MUNICIPI,LIMADM COMARCA
251667,Pinell de Solsonès,35,Solsonès,368941.2723,4645451.217,1.418757039,41.95015594,POINT (1.418757039 41.95015594),13,12
170600,Darnius,02,Alt Empordà,486178.797,4690673.398,2.832141614,42.36821251,POINT (2.832141614 42.36821251),379,6
430075,"Aleixar, l'",08,Baix Camp,336175.0031,4562981.828,1.046140895,41.20164042,POINT (1.046140895 41.20164042),450,39
081141,Martorell,11,Baix Llobregat,410719.9312,4591966.818,1.930730461,41.4743361,POINT (1.930730461 41.4743361),555,31
171539,Rupià,10,Baix Empordà,500881.5267,4652045.226,3.0106476,42.02043561,POINT (3.0106476 42.02043561),138,16
430192,Ascó,30,Ribera d'Ebre,295942.5233,4561692.642,0.567111344,41.18090134,POINT (0.567111344 41.18090134),462,36
081069,Llinars del Vallès,41,Vallès Oriental,450414.3487,4609884.114,2.404620012,41.63915185,POINT (2.404620012 41.63915185),797,22
250061,"Albagés, l'",18,Garrigues,311155.7699,4591046.571,0.739237187,41.44879641,POINT (0.739237187 41.44879641),102,27
251364,"Molsosa, la",35,Solsonès,378760.4121,4626742.933,1.541023401,41.78327794,POINT (1.541023401 41.78327794),765,12
431747,"Vilella Baixa, la",29,Priorat,312391.6352,4565656.954,0.761861618,41.22055919,POINT (0.761861618 41.22055919),447,35
170926,Llançà,02,Alt Empordà,512414.8327,4689982.198,3.150763207,42.36201125,POINT (3.150763207 42.36201125),401,6
250292,Arbeca,18,Garrigues,326919.8702,4601032.467,0.924966081,41.54223831,POINT (0.924966081 41.54223831),596,27
171371,Porqueres,28,Pla de l'Estany,481649.4894,4661381.249,2.778059867,42.10430702,POINT (2.778059867 42.10430702),37,11
080902,Gaià,07,Bages,410890.3037,4641066.892,1.925435009,41.91652923,POINT (1.925435009 41.91652923),45,18
251832,Rialp,26,Pallars Sobirà,346702.6575,4700756.472,1.135992931,42.4439851,POINT (1.135992931 42.4439851),336,2
082711,Sobremunt,24,Osona,431038.4343,4654123.76,2.166839648,42.03613271,POINT (2.166839648 42.03613271),54,13
250609,Cabanabona,23,Noguera,352016.6118,4634834.23,1.217309912,41.85158378,POINT (1.217309912 41.85158378),653,15
171735,Sant Martí Vell,20,Gironès,494312.5162,4651978.276,2.931303885,42.01981256,POINT (2.931303885 42.01981256),128,14
251522,"Oluges, les",32,Segarra,360208.0462,4617473.24,1.320031043,41.69676951,POINT (1.320031043 41.69676951),383,19
080057,"Ametlla del Vallès, l'",41,Vallès Oriental,438525.1365,4613333.639,2.261520529,41.66939188,POINT (2.261520529 41.66939188),707,22
081363,Montornès del Vallès,41,Vallès Oriental,438890.3517,4599548.218,2.267313544,41.54526095,POINT (2.267313544 41.54526095),706,22
251001,Gósol,14,Berguedà,389487.7884,4676963.229,1.660625117,42.23703837,POINT (1.660625117 42.23703837),357,8
250772,Coll de Nargó,04,Alt Urgell,360883.3869,4670415.268,1.315645723,42.17351957,POINT (1.315645723 42.17351957),367,5
431687,Vilanova de Prades,16,Conca de Barberà,329033.4489,4579413.532,0.956407714,41.34808373,POINT (0.956407714 41.34808373),485,28
171959,"Tallada d'Empordà, la",10,Baix Empordà,504531.5822,4658620.209,3.054785975,42.0796412,POINT (3.054785975 42.0796412),91,16
080431,Canyelles,17,Garraf,393012.6049,4571266.612,1.722358067,41.28575598,POINT (1.722358067 41.28575598),538,34
082227,Sant Llorenç d'Hortons,03,Alt Penedès,401832.9127,4591362.884,1.824413228,41.46785877,POINT (1.824413228 41.46785877),573,32
251095,Guimerà,38,Urgell,348547.4515,4602985.274,1.183629776,41.5642051,POINT (1.183629776 41.5642051),94,17
431042,"Perelló, el",09,Baix Ebre,307205.2807,4527396.503,0.712002694,40.87496069,POINT (0.712002694 40.87496069),136,40
170157,Banyoles,28,Pla de l'Estany,480473.8957,4662727.006,2.763796776,42.11639909,POINT (2.763796776 42.11639909),57,11
080327,Caldes d'Estrac,21,Maresme,460609.1379,4602425.615,2.527515728,41.57254213,POINT (2.527515728 41.57254213),757,25
171595,Sant Feliu de Buixalleu,34,Selva,467325.4632,4620477.827,2.60708759,41.73544122,POINT (2.60708759 41.73544122),747,20
171864,Sarrià de Ter,20,Gironès,485528.9677,4651688.79,2.825219512,42.01709275,POINT (2.825219512 42.01709275),58,14
081786,Rajadell,07,Bages,392396.1183,4620352.063,1.70622668,41.7276963,POINT (1.70622668 41.7276963),929,18
080462,Cardedeu,41,Vallès Oriental,446309.9318,4609818.135,2.355346668,41.63829179,POINT (2.355346668 41.63829179),762,22
172207,Viladrau,24,Osona,449356.303,4633045.588,2.38994519,41.84769059,POINT (2.38994519 41.84769059),652,13
081108,Malgrat de Mar,21,Maresme,478410.1764,4610450.333,2.740742879,41.64550143,POINT (2.740742879 41.64550143),800,25
170388,Campllong,20,Gironès,485999.3965,4637878.318,2.831229783,41.89271449,POINT (2.831229783 41.89271449),592,14
252265,Torrebesses,33,Segrià,298955.7344,4588871.661,0.594026858,41.42626107,POINT (0.594026858 41.42626107),471,21
080229,Berga,14,Berguedà,404570.4126,4661941.373,1.845845087,42.1037619,POINT (1.845845087 42.1037619),73,8
171637,Sant Gregori,20,Gironès,480087.1516,4648730.041,2.759594318,41.99032564,POINT (2.759594318 41.99032564),55,14
080667,Castellví de Rosanes,11,Baix Llobregat,408078.9068,4589303.834,1.89951114,41.45005532,POINT (1.89951114 41.45005532),923,31
082541,"Esquirol, l'",24,Osona,447708.4588,4653911.696,2.368244029,42.03550806,POINT (2.368244029 42.03550806),87,13
171931,Sils,34,Selva,478763.314,4628555.358,2.744337729,41.80858301,POINT (2.744337729 41.80858301),675,20
081173,"Masies de Voltregà, les",24,Osona,436656.431,4652545.715,2.23487791,42.02239373,POINT (2.23487791 42.02239373),118,13
250390,Baix Pallars,26,Pallars Sobirà,340506.5476,4687521.499,1.064357054,42.32360869,POINT (1.064357054 42.32360869),391,2
082652,Sant Vicenç de Torelló,24,Osona,439934.4697,4656981.696,2.274015277,42.06260072,POINT (2.274015277 42.06260072),143,13
251240,Lladurs,35,Solsonès,376490.3626,4655813.176,1.507628611,42.04466915,POINT (1.507628611 42.04466915),81,12
170502,Cervià de Ter,20,Gironès,492606.5536,4657245.297,2.910632032,42.06723626,POINT (2.910632032 42.06723626),105,14
251121,Ivars de Noguera,23,Noguera,299591.3389,4635977.327,0.58584905,41.85033683,POINT (0.58584905 41.85033683),579,15
081252,Montcada i Reixac,40,Vallès Occidental,432193.9722,4593005.656,2.187770377,41.48579566,POINT (2.187770377 41.48579566),936,26
170123,Avinyonet de Puigventós,02,Alt Empordà,493008.7075,4677467.326,2.915250376,42.2493678,POINT (2.915250376 42.2493678),232,6
081825,"Pont de Vilomara i Rocafort, el",07,Bages,406029.1147,4617091.892,1.87062396,41.70006581,POINT (1.87062396 41.70006581),613,18
430017,Aiguamúrcia,01,Alt Camp,363055.7551,4578521.158,1.363104482,41.34655112,POINT (1.363104482 41.34655112),849,30
080713,Copons,06,Anoia,376584.9872,4610467.105,1.518223006,41.63639337,POINT (1.518223006 41.63639337),743,24
082634,Sant Vicenç dels Horts,11,Baix Llobregat,417211.8726,4582895.754,2.009712625,41.39333667,POINT (2.009712625 41.39333667),671,31
430666,"Garidells, els",01,Alt Camp,353080.5924,4563246.21,1.247606439,41.20726471,POINT (1.247606439 41.20726471),464,30
171169,Osor,34,Selva,463215.1306,4643831.897,2.556211062,41.94560349,POINT (2.556211062 41.94560349),8,20
259097,"Vansa i Fórnols, la",04,Alt Urgell,374614.4418,4676826.681,1.480451914,42.23356279,POINT (1.480451914 42.23356279),263,5
250215,Almenar,33,Segrià,297893.284,4630216.604,0.567375973,41.79806557,POINT (0.567375973 41.79806557),684,21
431359,Salomó,36,Tarragonès,363789.0024,4565453.384,1.374788777,41.22901123,POINT (1.374788777 41.22901123),524,37
171058,Mieres,19,Garrotxa,470234.567,4663624.477,2.639889942,42.12416017,POINT (2.639889942 42.12416017),47,10
250463,Belianes,38,Urgell,334679.3961,4603000.023,1.017397869,41.56159093,POINT (1.017397869 41.56159093),611,17
171450,Ribes de Freser,31,Ripollès,431420.9099,4684121.814,2.167926705,42.30631215,POINT (2.167926705 42.30631215),241,7
080850,Font-rubí,03,Alt Penedès,387260.8464,4585587.986,1.651028415,41.41394001,POINT (1.651028415 41.41394001),719,32
170656,Esponellà,28,Pla de l'Estany,483235.3136,4669488.322,2.797006406,42.17735796,POINT (2.797006406 42.17735796),306,11
080615,Castellgalí,07,Bages,403326.3997,4614367.658,1.838589454,41.67520948,POINT (1.838589454 41.67520948),728,18
081770,"Quar, la",14,Berguedà,414101.4472,4659278.896,1.96148824,42.08088762,POINT (1.96148824 42.08088762),66,8
172076,"Vall d'en Bas, la",19,Garrotxa,455291.5394,4662985.765,2.459160667,42.11769812,POINT (2.459160667 42.11769812),307,10
252430,Vielha e Mijaran,39,Aran,319414.434,4730070.703,0.795126455,42.70191316,POINT (0.795126455 42.70191316),326,1
251459,Nalec,38,Urgell,342830.9067,4602621.349,1.115201518,41.55982565,POINT (1.115201518 41.55982565),735,17
082802,Tavertet,24,Osona,451835.9838,4649583.915,2.418462997,41.99679492,POINT (2.418462997 41.99679492),130,13
251272,Lles de Cerdanya,15,Cerdanya,391931.6761,4693946.181,1.687061793,42.39029165,POINT (1.687061793 42.39029165),338,4
251517,Olius,35,Solsonès,380443.3115,4648268.135,1.556913968,41.97734627,POINT (1.556913968 41.97734627),119,12
431303,Rocafort de Queralt,16,Conca de Barberà,356472.0375,4593197.021,1.280961476,41.47753985,POINT (1.280961476 41.47753985),552,28
431401,Santa Oliva,12,Baix Penedès,378472.6985,4567911.025,1.549441975,41.25348148,POINT (1.549441975 41.25348148),380,33
080977,Gualba,41,Vallès Oriental,458577.5692,4620146.188,2.501920371,41.7320464,POINT (2.501920371 41.7320464),873,22
082917,Vacarisses,40,Vallès Occidental,409905.0411,4606589.847,1.918781001,41.60593686,POINT (1.918781001 41.60593686),861,26
081038,Jorba,06,Anoia,379054.2526,4606583.527,1.548645289,41.6018025,POINT (1.548645289 41.6018025),866,24
259118,"Plans de Sió, els",32,Segarra,350123.1934,4624852.945,1.197033473,41.76137105,POINT (1.197033473 41.76137105),780,19
171306,"Pera, la",10,Baix Empordà,497813.5222,4652052.25,2.973590405,42.02049633,POINT (2.973590405 42.02049633),131,16
082824,Tiana,21,Maresme,438972.9791,4592493.604,2.269019357,41.48172848,POINT (2.269019357 41.48172848),486,25
430234,Bellmunt del Priorat,29,Priorat,312519.5723,4559368.739,0.765313302,41.1639882,POINT (0.765313302 41.1639882),431,35
431227,Renau,36,Tarragonès,358454.6466,4565147.173,1.31123847,41.22533836,POINT (1.31123847 41.22533836),452,37
080898,Gavà,11,Baix Llobregat,416687.8882,4573217.703,2.004774201,41.30611887,POINT (2.004774201 41.30611887),559,31
431191,Puigpelat,01,Alt Camp,357430.6901,4571096.19,1.297636558,41.27872271,POINT (1.297636558 41.27872271),484,30
080253,"Bruc, el",06,Anoia,398306.0031,4603945.93,1.780059385,41.58073445,POINT (1.780059385 41.58073445),855,24
171946,Susqueda,34,Selva,462481.4627,4651445.517,2.546874149,42.01414038,POINT (2.546874149 42.01414038),112,20
080636,Castellolí,06,Anoia,391688.008,4605994.984,1.700317601,41.59831648,POINT (1.700317601 41.59831648),473,24
082362,Sant Quintí de Mediona,03,Alt Penedès,388356.6364,4590946.797,1.663146513,41.46234959,POINT (1.663146513 41.46234959),686,32
081803,Ripollet,40,Vallès Occidental,429343.9771,4594221.68,2.15349201,41.49650163,POINT (2.15349201 41.49650163),571,26
250426,"Baronia de Rialb, la",23,Noguera,350451.2313,4643819.355,1.19618638,41.93217702,POINT (1.19618638 41.93217702),64,15
081424,"Nou de Berguedà, la",14,Berguedà,407906.5095,4668795.958,1.885103187,42.16588441,POINT (1.885103187 42.16588441),275,8
172018,Toses,31,Ripollès,418998.3532,4685968.145,2.016964383,42.32174548,POINT (2.016964383 42.32174548),437,7
179032,Sant Julià del Llor i Bonmatí,34,Selva,472650.4393,4646297.432,2.669926096,41.9681931,POINT (2.669926096 41.9681931),21,20
431009,"Pallaresos, els",36,Tarragonès,355043.479,4559663.432,1.271857414,41.17535981,POINT (1.271857414 41.17535981),516,37
250313,Arres,39,Aran,312695.873,4736146.785,0.711147895,42.75497977,POINT (0.711147895 42.75497977),310,1
170558,Colomers,10,Baix Empordà,498931.5462,4659145.252,2.987081633,42.08438237,POINT (2.987081633 42.08438237),77,16
170561,Cornellà del Terri,28,Pla de l'Estany,484754.56,4659690.361,2.815658025,42.08914457,POINT (2.815658025 42.08914457),79,11
172174,Viladamat,02,Alt Empordà,506100.6297,4664518.206,3.073817047,42.13275084,POINT (3.073817047 42.13275084),56,6
431286,Riudecols,08,Baix Camp,330230.1906,4559476.773,0.9762538,41.16886235,POINT (0.9762538 41.16886235),413,39
252483,Vilanova de Bellpuig,27,Pla d'Urgell,330134.5632,4609016.145,0.961223054,41.61479322,POINT (0.961223054 41.61479322),884,23
431444,"Secuita, la",36,Tarragonès,355733.018,4562746.29,1.279347632,41.20324051,POINT (1.279347632 41.20324051),455,37
431779,Vinebre,30,Ribera d'Ebre,297926.9615,4562007.666,0.590646848,41.18423376,POINT (0.590646848 41.18423376),443,36
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,395647.8151,4579762.913,1.75236167,41.36261514,POINT (1.75236167 41.36261514),487,32
430379,Calafell,12,Baix Penedès,379991.2156,4562052.886,1.568712715,41.20095546,POINT (1.568712715 41.20095546),460,33
080517,Castellar del Vallès,40,Vallès Occidental,423990.1566,4607828.419,2.087635113,41.61855701,POINT (2.087635113 41.61855701),799,26
250518,Bellver de Cerdanya,15,Cerdanya,399088.2385,4691666.714,1.774387211,42.37073001,POINT (1.774387211 42.37073001),343,4
080924,Gironella,14,Berguedà,407528.3979,4654136.938,1.882846227,42.03383842,POINT (1.882846227 42.03383842),127,8
081350,Montmeló,41,Vallès Oriental,437277.081,4600256.712,2.247898536,41.55151721,POINT (2.247898536 41.55151721),736,22
082191,Vilassar de Mar,21,Maresme,449297.0116,4594707.529,2.392486809,41.50238859,POINT (2.392486809 41.50238859),522,25
172272,Vilamaniscle,02,Alt Empordà,505581.8022,4691470.252,3.067798773,42.37549187,POINT (3.067798773 42.37549187),405,6
082153,Sant Hipòlit de Voltregà,24,Osona,436759.0255,4651784.483,2.236199081,42.01554645,POINT (2.236199081 42.01554645),60,13
081574,Pallejà,11,Baix Llobregat,416167.8956,4586154.767,1.996775252,41.4225799,POINT (1.996775252 41.4225799),711,31
250582,"Borges Blanques, les",18,Garrigues,322205.8453,4598746.5,0.86916301,41.5206285,POINT (0.86916301 41.5206285),807,27
081094,Lluçà,24,Osona,423331.4501,4657750.824,2.073264042,42.06808229,POINT (2.073264042 42.06808229),76,13
431439,Savallà del Comtat,16,Conca de Barberà,358173.5859,4600448.16,1.299624351,41.54312796,POINT (1.299624351 41.54312796),694,28
252271,"Torre de Cabdella, la",25,Pallars Jussà,334006.6212,4698596.565,0.982329839,42.42193135,POINT (0.982329839 42.42193135),331,9
171523,Roses,02,Alt Empordà,514427.1688,4679037.652,3.174927346,42.26340849,POINT (3.174927346 42.26340849),363,6
171851,Sant Joan les Fonts,19,Garrotxa,459641.4638,4673502.708,2.511051067,42.21265049,POINT (2.511051067 42.21265049),369,10
250864,Esterri d'Àneu,26,Pallars Sobirà,346106.8121,4721246.508,1.123235174,42.62829782,POINT (1.123235174 42.62829782),329,2
252402,Vallfogona de Balaguer,23,Noguera,318449.8425,4624546.899,0.816350796,41.75200775,POINT (0.816350796 41.75200775),767,15
171925,Setcases,31,Ripollès,442481.7366,4691645.731,2.30136792,42.37496369,POINT (2.30136792 42.37496369),393,7
251403,Montferrer i Castellbò,04,Alt Urgell,370508.5054,4688864.904,1.428016981,42.34127089,POINT (1.428016981 42.34127089),252,5
172109,Ventalló,02,Alt Empordà,502222.6377,4666361.239,3.026900742,42.14937061,POINT (3.026900742 42.14937061),311,6
170499,Celrà,20,Gironès,489601.773,4652732.276,2.874392042,42.02655538,POINT (2.874392042 42.02655538),126,14
081799,Rellinars,40,Vallès Occidental,409282.0662,4610094.857,1.910774943,41.63743115,POINT (1.910774943 41.63743115),744,26
251291,Llobera,35,Solsonès,372571.254,4642304.185,1.463218405,41.92241632,POINT (1.463218405 41.92241632),48,12
430614,Forès,16,Conca de Barberà,352711.2822,4595030.429,1.235491145,41.49336453,POINT (1.235491145 41.49336453),905,28
430326,Bot,37,Terra Alta,280080.3577,4543046.733,0.384843145,41.00896452,POINT (0.384843145 41.00896452),157,38
431135,"Pont d'Armentera, el",01,Alt Camp,363119.9417,4582651.209,1.362939374,41.38374894,POINT (1.362939374 41.38374894),720,30
080847,Fonollosa,07,Bages,389335.1434,4624312.03,1.668695995,41.76293413,POINT (1.668695995 41.76293413),779,18
082665,Cerdanyola del Vallès,40,Vallès Occidental,428271.4845,4593624.005,2.140715332,41.49102342,POINT (2.140715332 41.49102342),570,26
250030,Agramunt,38,Urgell,342006.097,4627871.394,1.098635444,41.78696984,POINT (1.098635444 41.78696984),726,17
250812,"Espluga Calba, l'",18,Garrigues,333455.839,4595621.409,1.004775522,41.49491526,POINT (1.004775522 41.49491526),943,27
172044,Ullà,10,Baix Empordà,508915.8478,4655423.652,3.107742163,42.0508137,POINT (3.107742163 42.0508137),90,16
081516,Oristà,24,Osona,422098.3335,4642693.81,2.060357752,41.93236576,POINT (2.060357752 41.93236576),17,13
081385,Moià,42,Moianès,424990.2373,4629393.767,2.096923027,41.81286912,POINT (2.096923027 41.81286912),677,18
081228,Mediona,03,Alt Penedès,384055.8948,4592618.021,1.611341144,41.47678877,POINT (1.611341144 41.47678877),564,32
251636,"Coma i la Pedra, la",35,Solsonès,383531.4834,4670271.145,1.589798104,42.17591991,POINT (1.589798104 42.17591991),277,12
080168,Bagà,14,Berguedà,406176.5492,4678477.049,1.86260099,42.25285297,POINT (1.86260099 42.25285297),251,8
081944,Sant Adrià de Besòs,13,Barcelonès,434643.9291,4586795.628,2.217787409,41.43006742,POINT (2.217787409 41.43006742),841,29
083020,Vilanova del Camí,06,Anoia,386131.9784,4603187.021,1.634199238,41.57225855,POINT (1.634199238 41.57225855),664,24
430385,Cambrils,08,Baix Camp,336829.3523,4548459.881,1.057802277,41.07103393,POINT (1.057802277 41.07103393),158,39
250175,Alins,26,Pallars Sobirà,361956.7358,4712071.436,1.318664825,42.54870829,POINT (1.318664825 42.54870829),317,2
171833,Sant Aniol de Finestres,19,Garrotxa,468099.5125,4656827.483,2.614430985,42.06286032,POINT (2.614430985 42.06286032),75,10
430957,"Morell, el",36,Tarragonès,349786.1598,4561629.937,1.208726943,41.19210803,POINT (1.208726943 41.19210803),410,37
082346,Sant Pere de Vilamajor,41,Vallès Oriental,449285.1658,4614984.561,2.390629567,41.68501897,POINT (2.390629567 41.68501897),927,22
081461,Olesa de Bonesvalls,03,Alt Penedès,403861.8179,4578437.849,1.850758765,41.35170451,POINT (1.850758765 41.35170451),837,32
082114,Sant Feliu de Llobregat,11,Baix Llobregat,420250.8675,4581597.729,2.046230144,41.38195325,POINT (2.046230144 41.38195325),844,31
251312,Massalcoreig,33,Segrià,279455.7361,4593096.815,0.359348357,41.45916407,POINT (0.359348357 41.45916407),569,21
171390,"Preses, les",19,Garrotxa,455444.5602,4665700.592,2.460804364,42.14215674,POINT (2.460804364 42.14215674),325,10
080386,Callús,07,Bages,398938.0598,4626202.778,1.783871713,41.78124073,POINT (1.783871713 41.78124073),745,18
171289,Pau,02,Alt Empordà,509631.7897,4684895.211,3.1168817,42.31623673,POINT (3.1168817 42.31623673),250,6
431785,Vinyols i els Arcs,08,Baix Camp,335367.3553,4553223.349,1.039134837,41.11362398,POINT (1.039134837 41.11362398),185,39
082732,Subirats,03,Alt Penedès,399215.6562,4581910.929,1.794652615,41.38241395,POINT (1.794652615 41.38241395),778,32
082135,Sant Fruitós de Bages,07,Bages,406323.1578,4622707.898,1.87327387,41.75067462,POINT (1.87327387 41.75067462),788,18
082037,Sant Cebrià de Vallalta,21,Maresme,466627.1368,4607605.417,2.599410003,41.619471,POINT (2.599410003 41.619471),826,25
431080,"Pla de Santa Maria, el",01,Alt Camp,356882.545,4580728.947,1.288826246,41.36535634,POINT (1.288826246 41.36535634),834,30
431704,Vila-rodona,01,Alt Camp,362580.6934,4574571.156,1.358321566,41.31090434,POINT (1.358321566 41.31090434),506,30
081043,"Llacuna, la",06,Anoia,377424.8817,4592249.071,1.532021048,41.47248046,POINT (1.532021048 41.47248046),938,24
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",10,Baix Empordà,499249.4703,4644937.228,2.990943737,41.95641624,POINT (2.990943737 41.95641624),29,16
081918,Sallent,07,Bages,408207.2222,4630832.897,1.894674687,41.82406284,POINT (1.894674687 41.82406284),641,18
080620,Castellnou de Bages,07,Bages,403425.2236,4632013.935,1.836910755,41.8341297,POINT (1.836910755 41.8341297),655,18
081430,Òdena,06,Anoia,386808.3065,4607005.824,1.641588518,41.60674209,POINT (1.641588518 41.60674209),742,24
430265,Benissanet,30,Ribera d'Ebre,301274.6626,4547742.734,0.635144854,41.05667231,POINT (0.635144854 41.05667231),159,36
082819,Teià,21,Maresme,443230.1797,4594451.329,2.319824033,41.49967413,POINT (2.319824033 41.49967413),565,25
171827,Santa Llogaia d'Àlguema,02,Alt Empordà,496132.2368,4675759.126,2.953125695,42.23400499,POINT (2.953125695 42.23400499),365,6
171463,Riells i Viabrea,34,Selva,463206.2206,4619370.462,2.557623335,41.72528733,POINT (2.557623335 41.72528733),823,20
171194,Palau de Santa Eulàlia,02,Alt Empordà,497056.6499,4669045.282,2.964362863,42.17354183,POINT (2.964362863 42.17354183),298,6
172327,Vilopriu,10,Baix Empordà,499362.5949,4661346.253,2.992290918,42.10420619,POINT (2.992290918 42.10420619),61,16
251057,Granyena de les Garrigues,18,Garrigues,303658.1697,4589442.614,0.650071322,41.43256244,POINT (0.650071322 41.43256244),469,27
430290,Blancafort,16,Conca de Barberà,346213.8088,4589009.303,1.159223964,41.43793699,POINT (1.159223964 41.43793699),581,28
430712,Horta de Sant Joan,37,Terra Alta,274174.6701,4537099.031,0.31686019,40.95383083,POINT (0.31686019 40.95383083),167,38
082554,Santa Maria de Merlès,14,Berguedà,415392.3816,4650387.873,1.978376645,42.00096264,POINT (1.978376645 42.00096264),116,8
251689,"Poal, el",27,Pla d'Urgell,321614.7276,4616287.056,0.856863782,41.67837959,POINT (0.856863782 41.67837959),731,23
081265,Montgat,21,Maresme,439765.9677,4590845.595,2.278681615,41.4669452,POINT (2.278681615 41.4669452),659,25
082845,Tordera,21,Maresme,476599.1875,4616398.356,2.718763122,41.69902461,POINT (2.718763122 41.69902461),556,25
252311,Torrelameu,23,Noguera,308881.3754,4619468.843,0.702979521,41.70406182,POINT (0.702979521 41.70406182),898,15
259046,Castell de Mur,25,Pallars Jussà,324379.4359,4662135.123,0.87642989,42.09165825,POINT (0.87642989 42.09165825),417,9
170314,Cabanelles,02,Alt Empordà,485106.6792,4675370.383,2.819514826,42.23037144,POINT (2.819514826 42.23037144),295,6
082671,Sentmenat,40,Vallès Occidental,428025.2728,4606754.459,2.136193226,41.60925884,POINT (2.136193226 41.60925884),803,26
430136,"Ametlla de Mar, l'",09,Baix Ebre,314944.5393,4528341.071,0.803501688,40.88524846,POINT (0.803501688 40.88524846),206,40
171241,Pals,10,Baix Empordà,512020.503,4646575.134,3.145078573,41.9710771,POINT (3.145078573 41.9710771),5,16
082286,Sant Martí Sesgueioles,06,Anoia,374209.1216,4617796.033,1.488163253,41.7020122,POINT (1.488163253 41.7020122),385,24
431093,"Pobla de Mafumet, la",36,Tarragonès,349822.6029,4561127.232,1.209284685,41.18758866,POINT (1.209284685 41.18758866),419,37
081691,"Prat de Llobregat, el",11,Baix Llobregat,424105.8298,4575869.691,2.093044846,41.33073627,POINT (2.093044846 41.33073627),503,31
431573,Ulldemolins,29,Priorat,322264.074,4576721.186,0.876332184,41.32238367,POINT (0.876332184 41.32238367),668,35
439023,Sant Jaume d'Enveja,22,Montsià,307136.6124,4508521.127,0.717018049,40.70504003,POINT (0.717018049 40.70504003),222,41
080095,Argentona,21,Maresme,450008.1375,4600615.296,2.400515899,41.55564404,POINT (2.400515899 41.55564404),658,25
081859,Rubió,06,Anoia,380928.0316,4611310.073,1.570183864,41.64464409,POINT (1.570183864 41.64464409),718,24
080811,Fogars de Montclús,41,Vallès Oriental,453688.2081,4619686.534,2.443167054,41.72763658,POINT (2.443167054 41.72763658),786,22
430038,"Albiol, l'",08,Baix Camp,339944.7266,4568502.908,1.089629618,41.25209985,POINT (1.089629618 41.25209985),389,39
082956,Vallirana,11,Baix Llobregat,410697.8582,4582386.803,1.931881445,41.38805611,POINT (1.931881445 41.38805611),813,31
082233,Sant Llorenç Savall,40,Vallès Occidental,421738.7071,4614606.511,2.059726584,41.67938291,POINT (2.059726584 41.67938291),628,26
250899,Farrera,26,Pallars Sobirà,357956.7246,4707296.396,1.271152918,42.50499961,POINT (1.271152918 42.50499961),337,2
080288,Cabrera d'Anoia,06,Anoia,391755.9067,4592595.962,1.703544417,41.47766643,POINT (1.703544417 41.47766643),945,24
082248,Sant Martí de Centelles,24,Osona,437738.2307,4623832.894,2.250971253,41.76389065,POINT (2.250971253 41.76389065),793,13
082981,Vic,24,Osona,438172.0719,4642269.531,2.254264193,41.92996761,POINT (2.254264193 41.92996761),912,13
081154,Martorelles,41,Vallès Oriental,436824.0129,4597394.628,2.242767079,41.52570389,POINT (2.242767079 41.52570389),142,22
250450,Bausen,39,Aran,313356.9414,4744996.794,0.716292102,42.83477555,POINT (0.716292102 42.83477555),174,1
259123,Gimenells i el Pla de la Font,33,Segrià,282651.9033,4614461.824,0.389850706,41.65227888,POINT (0.389850706 41.65227888),553,21
082439,Santa Cecília de Voltregà,24,Osona,435585.3732,4649271.718,2.222301046,41.99282173,POINT (2.222301046 41.99282173),1,13
081136,Manresa,07,Bages,402428.1287,4619692.923,1.826928753,41.72305529,POINT (1.826928753 41.72305529),877,18
430537,Duesaigües,08,Baix Camp,326347.6251,4557034.367,0.930692032,41.14605326,POINT (0.930692032 41.14605326),422,39
430629,Freginals,22,Montsià,290380.8416,4505293.146,0.519922755,40.67189591,POINT (0.519922755 40.67189591),226,41
439060,"Ampolla, l'",09,Baix Ebre,307226.2297,4520646.492,0.714340607,40.8142068,POINT (0.714340607 40.8142068),212,40
250328,Arsèguel,04,Alt Urgell,383281.6294,4689621.177,1.582876907,42.35010072,POINT (1.582876907 42.35010072),400,5
080538,Castellbell i el Vilar,07,Bages,405081.1537,4609256.497,1.860478136,41.62939237,POINT (1.860478136 41.62939237),763,18
082107,Sant Feliu de Codines,41,Vallès Oriental,430473.481,4615575.254,2.164546597,41.68891823,POINT (2.164546597 41.68891823),626,22
439076,"Canonja, la",36,Tarragonès,347129.5448,4553999.241,1.178965575,41.1229086,POINT (1.178965575 41.1229086),235,37
082726,Sora,24,Osona,430536.4961,4662385.776,2.159795294,42.11049281,POINT (2.159795294 42.11049281),62,13
430398,Capafonts,08,Baix Camp,334830.6729,4573446.364,1.027284083,41.2955744,POINT (1.027284083 41.2955744),507,39
080930,Gisclareny,14,Berguedà,399891.5693,4678251.034,1.786464763,42.25003708,POINT (1.786464763 42.25003708),187,8
251370,Mollerussa,27,Pla d'Urgell,324576.6788,4610818.085,0.894030377,41.62981069,POINT (0.894030377 41.62981069),543,23
250096,"Albi, l'",18,Garrigues,327528.3966,4587803.459,0.936040777,41.42328726,POINT (0.936040777 41.42328726),667,27
251765,Preixana,38,Urgell,336561.938,4607990.405,1.03860185,41.60690151,POINT (1.03860185 41.60690151),906,17
